disease,n,p,k,temperature,humidity,ph,severity_level
Rust Disease,142,92,142,24.3,65,6,1
Rust Disease,143,93,143,24.4,66,5.9,1
Rust Disease,144,94,144,24.5,67,5.8,1
Rust Disease,145,95,145,24.6,68,5.7,1
Rust Disease,146,96,146,24.7,69,5.6,1
Rust Disease,147,97,147,24.8,70,5.5,1
Rust Disease,148,98,148,24.9,60,6.5,1
Rust Disease,149,99,149,25,61,6.4,1
Cercospora Leaf Blight,100,50,100,20,60,6.5,1
Cercospora Leaf Blight,101,51,101,20.1,61,6.4,1
Cercospora Leaf Blight,102,52,102,20.2,62,6.3,1
Cercospora Leaf Blight,103,53,103,20.3,63,6.2,1
Cercospora Leaf Blight,104,54,104,20.4,64,6.1,1
Cercospora Leaf Blight,105,55,105,20.5,65,6,1
Cercospora Leaf Blight,106,56,106,20.6,66,5.9,1
Cercospora Leaf Blight,107,57,107,20.7,67,5.8,1
Cercospora Leaf Blight,108,58,108,20.8,68,5.7,1
Cercospora Leaf Blight,109,59,109,20.9,69,5.6,1
Cercospora Leaf Blight,110,60,110,21,70,5.5,1
Cercospora Leaf Blight,111,61,111,21.1,60,6.5,1
Cercospora Leaf Blight,112,62,112,21.2,61,6.4,1
Cercospora Leaf Blight,113,63,113,21.3,62,6.3,1
Cercospora Leaf Blight,114,64,114,21.4,63,6.2,1
Cercospora Leaf Blight,115,65,115,21.5,64,6.1,1
Cercospora Leaf Blight,116,66,116,21.6,65,6,1
Cercospora Leaf Blight,117,67,117,21.7,66,5.9,1
Cercospora Leaf Blight,118,68,118,21.8,67,5.8,1
Cercospora Leaf Blight,119,69,119,21.9,68,5.7,1
Cercospora Leaf Blight,120,70,120,22,69,5.6,1
Cercospora Leaf Blight,121,71,121,22.1,70,5.5,1
Cercospora Leaf Blight,122,72,122,22.2,60,6.5,1
Cercospora Leaf Blight,123,73,123,22.3,61,6.4,1
Cercospora Leaf Blight,124,74,124,22.4,62,6.3,1
Cercospora Leaf Blight,125,75,125,22.5,63,6.2,1
Cercospora Leaf Blight,126,76,126,22.6,64,6.1,1
Cercospora Leaf Blight,127,77,127,22.7,65,6,1
Cercospora Leaf Blight,128,78,128,22.8,66,5.9,1
Cercospora Leaf Blight,129,79,129,22.9,67,5.8,1
Cercospora Leaf Blight,130,80,130,23,68,5.7,1
Cercospora Leaf Blight,131,81,131,23.1,69,5.6,1
Cercospora Leaf Blight,132,82,132,23.2,70,5.5,1
Cercospora Leaf Blight,133,83,133,23.3,60,6.5,1
Cercospora Leaf Blight,134,84,134,23.4,61,6.4,1
Cercospora Leaf Blight,135,85,135,23.5,62,6.3,1
Cercospora Leaf Blight,136,86,136,23.6,63,6.2,1
Cercospora Leaf Blight,137,87,137,23.7,64,6.1,1
Cercospora Leaf Blight,138,88,138,23.8,65,6,1
Cercospora Leaf Blight,139,89,139,23.9,66,5.9,1
Cercospora Leaf Blight,140,90,140,24,67,5.8,1
Cercospora Leaf Blight,141,91,141,24.1,68,5.7,1
Cercospora Leaf Blight,142,92,142,24.2,69,5.6,1
Cercospora Leaf Blight,143,93,143,24.3,70,5.5,1
Cercospora Leaf Blight,144,94,144,24.4,60,6.5,1
Cercospora Leaf Blight,145,95,145,24.5,61,6.4,1
Cercospora Leaf Blight,146,96,146,24.6,62,6.3,1
Cercospora Leaf Blight,147,97,147,24.7,63,6.2,1
Cercospora Leaf Blight,148,98,148,24.8,64,6.1,1
Cercospora Leaf Blight,149,99,149,24.9,65,6,1
Cercospora Leaf Blight,150,100,150,25,66,5.9,1
Cercospora Leaf Blight,100,50,100,25.1,67,5.8,1
Cercospora Leaf Blight,101,51,101,25.2,68,5.7,1
Cercospora Leaf Blight,102,52,102,25.3,69,5.6,1
Cercospora Leaf Blight,103,53,103,25.4,70,5.5,1
Cercospora Leaf Blight,104,54,104,25.5,60,6.5,1
Cercospora Leaf Blight,105,55,105,25.6,61,6.4,1
Cercospora Leaf Blight,106,56,106,25.7,62,6.3,1
Cercospora Leaf Blight,107,57,107,25.8,63,6.2,1
Cercospora Leaf Blight,108,58,108,25.9,64,6.1,1
Cercospora Leaf Blight,109,59,109,26,65,6,1
Cercospora Leaf Blight,110,60,110,26.1,66,5.9,1
Cercospora Leaf Blight,111,61,111,26.2,67,5.8,1
Cercospora Leaf Blight,112,62,112,26.3,68,5.7,1
Cercospora Leaf Blight,113,63,113,26.4,69,5.6,1
Cercospora Leaf Blight,114,64,114,26.5,70,5.5,1
Cercospora Leaf Blight,115,65,115,26.6,60,6.5,1
Cercospora Leaf Blight,116,66,116,26.7,61,6.4,1
Cercospora Leaf Blight,117,67,117,26.8,62,6.3,1
Cercospora Leaf Blight,118,68,118,26.9,63,6.2,1
Cercospora Leaf Blight,119,69,119,27,64,6.1,1
Cercospora Leaf Blight,120,70,120,27.1,65,6,1
Cercospora Leaf Blight,121,71,121,27.2,66,5.9,1
Cercospora Leaf Blight,122,72,122,27.3,67,5.8,1
Cercospora Leaf Blight,123,73,123,27.4,68,5.7,1
Cercospora Leaf Blight,124,74,124,27.5,69,5.6,1
Cercospora Leaf Blight,125,75,125,27.6,70,5.5,1
Cercospora Leaf Blight,126,76,126,27.7,60,6.5,1
Cercospora Leaf Blight,127,77,127,27.8,61,6.4,1
Cercospora Leaf Blight,128,78,128,27.9,62,6.3,1
Cercospora Leaf Blight,129,79,129,28,63,6.2,1
Cercospora Leaf Blight,130,80,130,28.1,64,6.1,1
Cercospora Leaf Blight,131,81,131,28.2,65,6,1
Cercospora Leaf Blight,132,82,132,28.3,66,5.9,1
Cercospora Leaf Blight,133,83,133,28.4,67,5.8,1
Cercospora Leaf Blight,134,84,134,28.5,68,5.7,1
Cercospora Leaf Blight,135,85,135,28.6,69,5.6,1
Cercospora Leaf Blight,136,86,136,28.7,70,5.5,1
Cercospora Leaf Blight,137,87,137,28.8,60,6.5,1
Cercospora Leaf Blight,138,88,138,28.9,61,6.4,1
Cercospora Leaf Blight,139,89,139,29,62,6.3,1
Cercospora Leaf Blight,140,90,140,29.1,63,6.2,1
Cercospora Leaf Blight,141,91,141,29.2,64,6.1,1
Cercospora Leaf Blight,142,92,142,29.3,65,6,1
Cercospora Leaf Blight,143,93,143,29.4,66,5.9,1
Cercospora Leaf Blight,144,94,144,29.5,67,5.8,1
Cercospora Leaf Blight,145,95,145,29.6,68,5.7,1
Cercospora Leaf Blight,146,96,146,29.7,69,5.6,1
Cercospora Leaf Blight,147,97,147,29.8,70,5.5,1
Cercospora Leaf Blight,148,98,148,29.9,60,6.5,1
Cercospora Leaf Blight,149,99,149,30,61,6.4,1
Leaf Spot,100,50,100,40,50,6.5,1
Leaf Spot,80,40,80,15,50,5,1
Leaf Spot,80,40,80,15,85,5,1
Leaf Spot,100,50,100,25,50,6.5,1
Dieback,100,50,100,25,50,7.5,1
Root Rot,100,50,100,25,50,6,1
Root Rot,100,50,100,25,30,6,1
Nutrient Deficiency,50,50,50,25,50,6,1
Nutrient Deficiency,100,50,50,25,50,6,1
Nutrient Deficiency,100,100,50,25,50,6,1
Nutrient Deficiency,75,50,50,25,30,6,1
Nutrient Deficiency,100,75,50,25,30,6,1
Nutrient Deficiency,100,100,75,25,30,6,1
Salinity Stress,100,50,100,25,50,6,1
Salinity Stress,75,50,75,25,30,6,1
Waterlogging,100,50,100,25,50,6,1
Waterlogging,100,50,100,25,30,6,1
Waterlogging,100,50,100,25,60,6,1
Powdery Mildew,100,50,100,25,50,6,1
Powdery Mildew,100,50,100,40,50,6,1
Powdery Mildew,100,50,100,25,80,6,1
Powdery Mildew,100,50,100,25,30,6,1
Bacterial Wilt,100,50,100,25,50,6,1
Bacterial Wilt,100,50,100,25,75,6,1
Canker Diseases,100,50,100,25,50,6,1
Canker Diseases,100,50,100,25,30,6,1
Canker Diseases,100,50,100,25,50,4,1
Nematode Infestations,100,50,100,25,50,6,1
Nematode Infestations,100,50,100,60,50,6,1
Nematode Infestations,100,50,100,60,50,3,1
Rust Disease,100,50,100,60,50,6,1
Rust Disease,100,50,100,20,50,6,1
Rust Disease,100,50,100,20,30,6,1
Rust Disease,100,50,100,20,70,6,1
Cercospora Leaf Blight,100,50,100,25,50,6,1
Cercospora Leaf Blight,100,50,100,20,50,6,1
Cercospora Leaf Blight,100,50,100,70,50,6,1
Cercospora Leaf Blight,100,50,100,25,50,2.5,1
Leaf Spot,150,100,150,20,50,5.5,2
Leaf Spot,151,101,151,20.1,51,5.4,2
Leaf Spot,152,102,152,20.2,52,5.3,2
Leaf Spot,153,103,153,20.3,53,5.2,2
Leaf Spot,154,104,154,20.4,54,5.1,2
Leaf Spot,155,105,155,20.5,55,5,2
Leaf Spot,156,106,156,20.6,56,5.5,2
Leaf Spot,157,107,157,20.7,57,5.4,2
Leaf Spot,158,108,158,20.8,58,5.3,2
Leaf Spot,159,109,159,20.9,59,5.2,2
Leaf Spot,160,110,160,21,60,5.1,2
Leaf Spot,161,111,161,21.1,50,5,2
Leaf Spot,162,112,162,21.2,51,5.5,2
Leaf Spot,163,113,163,21.3,52,5.4,2
Leaf Spot,164,114,164,21.4,53,5.3,2
Leaf Spot,165,115,165,21.5,54,5.2,2
Leaf Spot,166,116,166,21.6,55,5.1,2
Leaf Spot,167,117,167,21.7,56,5,2
Leaf Spot,168,118,168,21.8,57,5.5,2
Leaf Spot,169,119,169,21.9,58,5.4,2
Leaf Spot,170,120,170,22,59,5.3,2
Leaf Spot,171,121,171,22.1,60,5.2,2
Leaf Spot,172,122,172,22.2,50,5.1,2
Leaf Spot,173,123,173,22.3,51,5,2
Leaf Spot,174,124,174,22.4,52,5.5,2
Leaf Spot,175,125,175,22.5,53,5.4,2
Leaf Spot,176,126,176,22.6,54,5.3,2
Leaf Spot,177,127,177,22.7,55,5.2,2
Leaf Spot,178,128,178,22.8,56,5.1,2
Leaf Spot,179,129,179,22.9,57,5,2
Leaf Spot,180,130,180,23,58,5.5,2
Leaf Spot,181,131,181,23.1,59,5.4,2
Leaf Spot,182,132,182,23.2,60,5.3,2
Leaf Spot,183,133,183,23.3,50,5.2,2
Leaf Spot,184,134,184,23.4,51,5.1,2
Leaf Spot,185,135,185,23.5,52,5,2
Leaf Spot,186,136,186,23.6,53,5.5,2
Leaf Spot,187,137,187,23.7,54,5.4,2
Leaf Spot,188,138,188,23.8,55,5.3,2
Leaf Spot,189,139,189,23.9,56,5.2,2
Leaf Spot,190,140,190,24,57,5.1,2
Leaf Spot,191,141,191,24.1,58,5,2
Leaf Spot,192,142,192,24.2,59,5.5,2
Leaf Spot,193,143,193,24.3,60,5.4,2
Leaf Spot,194,144,194,24.4,50,5.3,2
Leaf Spot,195,145,195,24.5,51,5.2,2
Leaf Spot,196,146,196,24.6,52,5.1,2
Leaf Spot,197,147,197,24.7,53,5,2
Leaf Spot,198,148,198,24.8,54,5.5,2
Leaf Spot,199,149,199,24.9,55,5.4,2
Leaf Spot,200,150,200,25,56,5.3,2
Leaf Spot,150,100,150,25.1,57,5.2,2
Leaf Spot,151,101,151,25.2,58,5.1,2
Leaf Spot,152,102,152,25.3,59,5,2
Leaf Spot,153,103,153,25.4,60,5.5,2
Leaf Spot,154,104,154,25.5,50,5.4,2
Leaf Spot,155,105,155,25.6,51,5.3,2
Leaf Spot,156,106,156,25.7,52,5.2,2
Leaf Spot,157,107,157,25.8,53,5.1,2
Leaf Spot,158,108,158,25.9,54,5,2
Leaf Spot,159,109,159,26,55,5.5,2
Leaf Spot,160,110,160,26.1,56,5.4,2
Leaf Spot,161,111,161,26.2,57,5.3,2
Leaf Spot,162,112,162,26.3,58,5.2,2
Leaf Spot,163,113,163,26.4,59,5.1,2
Leaf Spot,164,114,164,26.5,60,5,2
Leaf Spot,165,115,165,26.6,50,5.5,2
Leaf Spot,166,116,166,26.7,51,5.4,2
Leaf Spot,167,117,167,26.8,52,5.3,2
Leaf Spot,168,118,168,26.9,53,5.2,2
Leaf Spot,169,119,169,27,54,5.1,2
Leaf Spot,170,120,170,27.1,55,5,2
Leaf Spot,171,121,171,27.2,56,5.5,2
Leaf Spot,172,122,172,27.3,57,5.4,2
Leaf Spot,173,123,173,27.4,58,5.3,2
Leaf Spot,174,124,174,27.5,59,5.2,2
Leaf Spot,175,125,175,27.6,60,5.1,2
Leaf Spot,176,126,176,27.7,50,5,2
Leaf Spot,177,127,177,27.8,51,5.5,2
Leaf Spot,178,128,178,27.9,52,5.4,2
Leaf Spot,179,129,179,28,53,5.3,2
Leaf Spot,180,130,180,28.1,54,5.2,2
Leaf Spot,181,131,181,28.2,55,5.1,2
Leaf Spot,182,132,182,28.3,56,5,2
Leaf Spot,183,133,183,28.4,57,5.5,2
Leaf Spot,184,134,184,28.5,58,5.4,2
Leaf Spot,185,135,185,28.6,59,5.3,2
Leaf Spot,186,136,186,28.7,60,5.2,2
Leaf Spot,187,137,187,28.8,50,5.1,2
Leaf Spot,188,138,188,28.9,51,5,2
Leaf Spot,189,139,189,29,52,5.5,2
Leaf Spot,190,140,190,29.1,53,5.4,2
Leaf Spot,191,141,191,29.2,54,5.3,2
Leaf Spot,192,142,192,29.3,55,5.2,2
Leaf Spot,193,143,193,29.4,56,5.1,2
Leaf Spot,194,144,194,29.5,57,5,2
Leaf Spot,195,145,195,29.6,58,5.5,2
Leaf Spot,196,146,196,29.7,59,5.4,2
Leaf Spot,197,147,197,29.8,60,5.3,2
Leaf Spot,198,148,198,29.9,50,5.2,2
Leaf Spot,199,149,199,30,51,5.1,2
Leaf Spot,125,75,125,15,50,5.5,2
Leaf Spot,126,76,126,15.1,51,5.4,2
Leaf Spot,127,77,127,15.2,52,5.3,2
Leaf Spot,128,78,128,15.3,53,5.2,2
Leaf Spot,129,79,129,15.4,54,5.1,2
Leaf Spot,130,80,130,15.5,55,5,2
Leaf Spot,131,81,131,15.6,56,5.5,2
Leaf Spot,132,82,132,15.7,57,5.4,2
Leaf Spot,133,83,133,15.8,58,5.3,2
Leaf Spot,134,84,134,15.9,59,5.2,2
Leaf Spot,135,85,135,16,60,5.1,2
Leaf Spot,136,86,136,16.1,50,5,2
Leaf Spot,137,87,137,16.2,51,5.5,2
Leaf Spot,138,88,138,16.3,52,5.4,2
Leaf Spot,139,89,139,16.4,53,5.3,2
Leaf Spot,140,90,140,16.5,54,5.2,2
Leaf Spot,141,91,141,16.6,55,5.1,2
Leaf Spot,142,92,142,16.7,56,5,2
Leaf Spot,143,93,143,16.8,57,5.5,2
Leaf Spot,144,94,144,16.9,58,5.4,2
Leaf Spot,145,95,145,17,59,5.3,2
Leaf Spot,146,96,146,17.1,60,5.2,2
Leaf Spot,147,97,147,17.2,50,5.1,2
Leaf Spot,148,98,148,17.3,51,5,2
Leaf Spot,149,99,149,17.4,52,5.5,2
Leaf Spot,150,100,150,17.5,53,5.4,2
Leaf Spot,125,75,125,17.6,54,5.3,2
Leaf Spot,126,76,126,17.7,55,5.2,2
Leaf Spot,127,77,127,17.8,56,5.1,2
Leaf Spot,128,78,128,17.9,57,5,2
Leaf Spot,129,79,129,18,58,5.5,2
Leaf Spot,130,80,130,18.1,59,5.4,2
Leaf Spot,131,81,131,18.2,60,5.3,2
Leaf Spot,132,82,132,18.3,50,5.2,2
Leaf Spot,133,83,133,18.4,51,5.1,2
Leaf Spot,134,84,134,18.5,52,5,2
Leaf Spot,135,85,135,18.6,53,5.5,2
Leaf Spot,136,86,136,18.7,54,5.4,2
Leaf Spot,137,87,137,18.8,55,5.3,2
Leaf Spot,138,88,138,18.9,56,5.2,2
Leaf Spot,139,89,139,19,57,5.1,2
Leaf Spot,140,90,140,19.1,58,5,2
Leaf Spot,141,91,141,19.2,59,5.5,2
Leaf Spot,142,92,142,19.3,60,5.4,2
Leaf Spot,143,93,143,19.4,50,5.3,2
Leaf Spot,144,94,144,19.5,51,5.2,2
Leaf Spot,145,95,145,19.6,52,5.1,2
Leaf Spot,146,96,146,19.7,53,5,2
Leaf Spot,147,97,147,19.8,54,5.5,2
Leaf Spot,148,98,148,19.9,55,5.4,2
Leaf Spot,149,99,149,20,56,5.3,2
Anthracnose,150,100,150,20,50,5.5,2
Anthracnose,151,101,151,20.1,51,5.4,2
Anthracnose,152,102,152,20.2,52,5.3,2
Anthracnose,153,103,153,20.3,53,5.2,2
Anthracnose,154,104,154,20.4,54,5.1,2
Anthracnose,155,105,155,20.5,55,5,2
Anthracnose,156,106,156,20.6,56,5.5,2
Anthracnose,157,107,157,20.7,57,5.4,2
Anthracnose,158,108,158,20.8,58,5.3,2
Anthracnose,159,109,159,20.9,59,5.2,2
Anthracnose,160,110,160,21,60,5.1,2
Anthracnose,161,111,161,21.1,50,5,2
Anthracnose,162,112,162,21.2,51,5.5,2
Anthracnose,163,113,163,21.3,52,5.4,2
Anthracnose,164,114,164,21.4,53,5.3,2
Anthracnose,165,115,165,21.5,54,5.2,2
Anthracnose,166,116,166,21.6,55,5.1,2
Anthracnose,167,117,167,21.7,56,5,2
Anthracnose,168,118,168,21.8,57,5.5,2
Anthracnose,169,119,169,21.9,58,5.4,2
Anthracnose,170,120,170,22,59,5.3,2
Anthracnose,171,121,171,22.1,60,5.2,2
Anthracnose,172,122,172,22.2,50,5.1,2
Anthracnose,173,123,173,22.3,51,5,2
Anthracnose,174,124,174,22.4,52,5.5,2
Anthracnose,175,125,175,22.5,53,5.4,2
Anthracnose,176,126,176,22.6,54,5.3,2
Anthracnose,177,127,177,22.7,55,5.2,2
Anthracnose,178,128,178,22.8,56,5.1,2
Anthracnose,179,129,179,22.9,57,5,2
Anthracnose,180,130,180,23,58,5.5,2
Anthracnose,181,131,181,23.1,59,5.4,2
Anthracnose,182,132,182,23.2,60,5.3,2
Anthracnose,183,133,183,23.3,50,5.2,2
Anthracnose,184,134,184,23.4,51,5.1,2
Anthracnose,185,135,185,23.5,52,5,2
Anthracnose,186,136,186,23.6,53,5.5,2
Anthracnose,187,137,187,23.7,54,5.4,2
Anthracnose,188,138,188,23.8,55,5.3,2
Anthracnose,189,139,189,23.9,56,5.2,2
Anthracnose,190,140,190,24,57,5.1,2
Anthracnose,191,141,191,24.1,58,5,2
Anthracnose,192,142,192,24.2,59,5.5,2
Anthracnose,193,143,193,24.3,60,5.4,2
Anthracnose,194,144,194,24.4,50,5.3,2
Anthracnose,195,145,195,24.5,51,5.2,2
Anthracnose,196,146,196,24.6,52,5.1,2
Anthracnose,197,147,197,24.7,53,5,2
Anthracnose,198,148,198,24.8,54,5.5,2
Anthracnose,199,149,199,24.9,55,5.4,2
Anthracnose,200,150,200,25,56,5.3,2
Anthracnose,150,100,150,25.1,57,5.2,2
Anthracnose,151,101,151,25.2,58,5.1,2
Anthracnose,152,102,152,25.3,59,5,2
Anthracnose,153,103,153,25.4,60,5.5,2
Anthracnose,154,104,154,25.5,50,5.4,2
Anthracnose,155,105,155,25.6,51,5.3,2
Anthracnose,156,106,156,25.7,52,5.2,2
Anthracnose,157,107,157,25.8,53,5.1,2
Anthracnose,158,108,158,25.9,54,5,2
Anthracnose,159,109,159,26,55,5.5,2
Anthracnose,160,110,160,26.1,56,5.4,2
Anthracnose,161,111,161,26.2,57,5.3,2
Anthracnose,162,112,162,26.3,58,5.2,2
Anthracnose,163,113,163,26.4,59,5.1,2
Anthracnose,164,114,164,26.5,60,5,2
Dieback,150,100,150,20,50,5.5,2
Dieback,151,101,151,20.1,51,5.4,2
Dieback,152,102,152,20.2,52,5.3,2
Dieback,153,103,153,20.3,53,5.2,2
Dieback,154,104,154,20.4,54,5.1,2
Dieback,155,105,155,20.5,55,5,2
Dieback,156,106,156,20.6,56,5.5,2
Dieback,157,107,157,20.7,57,5.4,2
Dieback,158,108,158,20.8,58,5.3,2
Dieback,159,109,159,20.9,59,5.2,2
Dieback,160,110,160,21,60,5.1,2
Dieback,161,111,161,21.1,50,5,2
Dieback,162,112,162,21.2,51,5.5,2
Dieback,163,113,163,21.3,52,5.4,2
Dieback,164,114,164,21.4,53,5.3,2
Dieback,165,115,165,21.5,54,5.2,2
Dieback,166,116,166,21.6,55,5.1,2
Dieback,167,117,167,21.7,56,5,2
Dieback,168,118,168,21.8,57,5.5,2
Dieback,169,119,169,21.9,58,5.4,2
Dieback,170,120,170,22,59,5.3,2
Dieback,171,121,171,22.1,60,5.2,2
Dieback,172,122,172,22.2,50,5.1,2
Dieback,173,123,173,22.3,51,5,2
Dieback,174,124,174,22.4,52,5.5,2
Dieback,175,125,175,22.5,53,5.4,2
Dieback,176,126,176,22.6,54,5.3,2
Dieback,177,127,177,22.7,55,5.2,2
Dieback,178,128,178,22.8,56,5.1,2
Dieback,179,129,179,22.9,57,5,2
Dieback,180,130,180,23,58,5.5,2
Dieback,181,131,181,23.1,59,5.4,2
Dieback,182,132,182,23.2,60,5.3,2
Dieback,183,133,183,23.3,50,5.2,2
Dieback,184,134,184,23.4,51,5.1,2
Dieback,185,135,185,23.5,52,5,2
Dieback,186,136,186,23.6,53,5.5,2
Dieback,187,137,187,23.7,54,5.4,2
Dieback,188,138,188,23.8,55,5.3,2
Dieback,189,139,189,23.9,56,5.2,2
Dieback,190,140,190,24,57,5.1,2
Dieback,191,141,191,24.1,58,5,2
Dieback,192,142,192,24.2,59,5.5,2
Dieback,193,143,193,24.3,60,5.4,2
Dieback,194,144,194,24.4,50,5.3,2
Dieback,195,145,195,24.5,51,5.2,2
Dieback,196,146,196,24.6,52,5.1,2
Dieback,197,147,197,24.7,53,5,2
Dieback,198,148,198,24.8,54,5.5,2
Dieback,199,149,199,24.9,55,5.4,2
Dieback,200,150,200,25,56,5.3,2
Dieback,150,100,150,25.1,57,5.2,2
Dieback,151,101,151,25.2,58,5.1,2
Dieback,152,102,152,25.3,59,5,2
Dieback,153,103,153,25.4,60,5.5,2
Dieback,154,104,154,25.5,50,5.4,2
Dieback,155,105,155,25.6,51,5.3,2
Dieback,156,106,156,25.7,52,5.2,2
Dieback,157,107,157,25.8,53,5.1,2
Dieback,158,108,158,25.9,54,5,2
Dieback,159,109,159,26,55,5.5,2
Dieback,160,110,160,26.1,56,5.4,2
Dieback,161,111,161,26.2,57,5.3,2
Dieback,162,112,162,26.3,58,5.2,2
Dieback,163,113,163,26.4,59,5.1,2
Dieback,164,114,164,26.5,60,5,2
Root Rot,150,100,150,15,50,5.5,2
Root Rot,151,101,151,15.1,51,5.4,2
Root Rot,152,102,152,15.2,52,5.3,2
Root Rot,153,103,153,15.3,53,5.2,2
Root Rot,154,104,154,15.4,54,5.1,2
Root Rot,155,105,155,15.5,55,5,2
Root Rot,156,106,156,15.6,56,5.5,2
Root Rot,157,107,157,15.7,57,5.4,2
Root Rot,158,108,158,15.8,58,5.3,2
Root Rot,159,109,159,15.9,59,5.2,2
Root Rot,160,110,160,16,60,5.1,2
Root Rot,161,111,161,16.1,50,5,2
Root Rot,162,112,162,16.2,51,5.5,2
Root Rot,163,113,163,16.3,52,5.4,2
Root Rot,164,114,164,16.4,53,5.3,2
Root Rot,165,115,165,16.5,54,5.2,2
Root Rot,166,116,166,16.6,55,5.1,2
Root Rot,167,117,167,16.7,56,5,2
Root Rot,168,118,168,16.8,57,5.5,2
Root Rot,169,119,169,16.9,58,5.4,2
Root Rot,170,120,170,17,59,5.3,2
Root Rot,171,121,171,17.1,60,5.2,2
Root Rot,172,122,172,17.2,50,5.1,2
Root Rot,173,123,173,17.3,51,5,2
Root Rot,174,124,174,17.4,52,5.5,2
Root Rot,175,125,175,17.5,53,5.4,2
Root Rot,176,126,176,17.6,54,5.3,2
Root Rot,177,127,177,17.7,55,5.2,2
Root Rot,178,128,178,17.8,56,5.1,2
Root Rot,179,129,179,17.9,57,5,2
Root Rot,180,130,180,18,58,5.5,2
Root Rot,181,131,181,18.1,59,5.4,2
Root Rot,182,132,182,18.2,60,5.3,2
Root Rot,183,133,183,18.3,50,5.2,2
Root Rot,184,134,184,18.4,51,5.1,2
Root Rot,185,135,185,18.5,52,5,2
Root Rot,186,136,186,18.6,53,5.5,2
Root Rot,187,137,187,18.7,54,5.4,2
Root Rot,188,138,188,18.8,55,5.3,2
Root Rot,189,139,189,18.9,56,5.2,2
Root Rot,190,140,190,19,57,5.1,2
Root Rot,191,141,191,19.1,58,5,2
Root Rot,192,142,192,19.2,59,5.5,2
Root Rot,193,143,193,19.3,60,5.4,2
Root Rot,194,144,194,19.4,50,5.3,2
Root Rot,195,145,195,19.5,51,5.2,2
Root Rot,196,146,196,19.6,52,5.1,2
Root Rot,197,147,197,19.7,53,5,2
Root Rot,198,148,198,19.8,54,5.5,2
Root Rot,199,149,199,19.9,55,5.4,2
Root Rot,200,150,200,20,56,5.3,2
Root Rot,150,100,150,20.1,57,5.2,2
Root Rot,151,101,151,20.2,58,5.1,2
Root Rot,152,102,152,20.3,59,5,2
Root Rot,153,103,153,20.4,60,5.5,2
Root Rot,154,104,154,20.5,50,5.4,2
Root Rot,155,105,155,20.6,51,5.3,2
Root Rot,156,106,156,20.7,52,5.2,2
Root Rot,157,107,157,20.8,53,5.1,2
Root Rot,158,108,158,20.9,54,5,2
Root Rot,159,109,159,21,55,5.5,2
Root Rot,160,110,160,21.1,56,5.4,2
Root Rot,161,111,161,21.2,57,5.3,2
Root Rot,162,112,162,21.3,58,5.2,2
Root Rot,163,113,163,21.4,59,5.1,2
Root Rot,164,114,164,21.5,60,5,2
Root Rot,165,115,165,21.6,50,5.5,2
Root Rot,166,116,166,21.7,51,5.4,2
Root Rot,167,117,167,21.8,52,5.3,2
Root Rot,168,118,168,21.9,53,5.2,2
Root Rot,169,119,169,22,54,5.1,2
Root Rot,170,120,170,22.1,55,5,2
Root Rot,171,121,171,22.2,56,5.5,2
Root Rot,172,122,172,22.3,57,5.4,2
Root Rot,173,123,173,22.4,58,5.3,2
Root Rot,174,124,174,22.5,59,5.2,2
Root Rot,175,125,175,22.6,60,5.1,2
Root Rot,176,126,176,22.7,50,5,2
Root Rot,177,127,177,22.8,51,5.5,2
Root Rot,178,128,178,22.9,52,5.4,2
Root Rot,179,129,179,23,53,5.3,2
Root Rot,180,130,180,23.1,54,5.2,2
Root Rot,181,131,181,23.2,55,5.1,2
Root Rot,182,132,182,23.3,56,5,2
Root Rot,183,133,183,23.4,57,5.5,2
Root Rot,184,134,184,23.5,58,5.4,2
Root Rot,185,135,185,23.6,59,5.3,2
Root Rot,186,136,186,23.7,60,5.2,2
Root Rot,187,137,187,23.8,50,5.1,2
Root Rot,188,138,188,23.9,51,5,2
Root Rot,189,139,189,24,52,5.5,2
Root Rot,190,140,190,24.1,53,5.4,2
Root Rot,191,141,191,24.2,54,5.3,2
Root Rot,192,142,192,24.3,55,5.2,2
Root Rot,193,143,193,24.4,56,5.1,2
Root Rot,194,144,194,24.5,57,5,2
Root Rot,195,145,195,24.6,58,5.5,2
Root Rot,196,146,196,24.7,59,5.4,2
Root Rot,197,147,197,24.8,60,5.3,2
Root Rot,198,148,198,24.9,50,5.2,2
Root Rot,199,149,199,25,51,5.1,2
Root Rot,150,100,150,30,50,5.5,2
Root Rot,151,101,151,30.1,51,5.4,2
Root Rot,152,102,152,30.2,52,5.3,2
Root Rot,153,103,153,30.3,53,5.2,2
Root Rot,154,104,154,30.4,54,5.1,2
Root Rot,155,105,155,30.5,55,5,2
Root Rot,156,106,156,30.6,56,5.5,2
Root Rot,157,107,157,30.7,57,5.4,2
Root Rot,158,108,158,30.8,58,5.3,2
Root Rot,159,109,159,30.9,59,5.2,2
Root Rot,160,110,160,31,60,5.1,2
Root Rot,161,111,161,31.1,50,5,2
Root Rot,162,112,162,31.2,51,5.5,2
Root Rot,163,113,163,31.3,52,5.4,2
Root Rot,164,114,164,31.4,53,5.3,2
Root Rot,165,115,165,31.5,54,5.2,2
Root Rot,166,116,166,31.6,55,5.1,2
Root Rot,167,117,167,31.7,56,5,2
Root Rot,168,118,168,31.8,57,5.5,2
Root Rot,169,119,169,31.9,58,5.4,2
